numero_police,date_edition,date_effet,date_echeance,numero_immatriculation,statut_contrat,entite,type_intermediaire,prime_nette,date_creation
POL393371,2020-11-25,2024-07-08,2024-08-11,PFV-6492,annulé,NSIA,courtier,3675633,29-09-20242019
POL689689,2023-09-27,2025-09-01,2025-09-28,21-AW63,annulé,LEADWAY,bureau direct,3073215,29-09-20242019
POL325125,2023-06-15,2024-04-09,2024-07-28,CYO-587,expiré,NSIA,bureau direct,723324,29-09-20242019
POL375024,2024-06-07,2025-05-28,2025-05-31,436-BBIO,expiré,NSIA,agent generale,3581161,29-09-20242019
POL847561,2020-03-10,2024-03-02,2024-04-02,LGP 126,valide,LEADWAY,banque assurance,4136633,29-09-20242019
POL545522,2023-02-18,2025-06-05,2025-09-18,AEK-179,annulé,SUNU,courtier,3724110,29-09-20242019
POL030258,2021-09-08,2024-05-27,2025-05-28,UFO-163,expiré,SUNU,courtier,1887880,29-09-20242019
POL337274,2023-02-21,2025-05-05,2025-09-05,7-1803Q,annulé,SUNU,banque assurance,6519,29-09-20242019
POL754498,2022-04-04,2022-08-16,2025-04-24,25YV104,expiré,LEADWAY,banque assurance,625312,29-09-20242019
POL226468,2023-07-29,2025-01-03,2025-04-18,7W PK673,suspendu,LEADWAY,bureau direct,4934133,29-09-20242019
POL229484,2022-01-01,2024-03-11,2025-01-25,492 SZA,suspendu,SUNU,courtier,3435131,29-09-20242019
POL007926,2022-02-17,2022-07-21,2022-07-24,104 CQP,annulé,LEADWAY,agent generale,2087058,29-09-20242019
POL936287,2024-01-12,2024-12-12,2025-08-04,2-55465K,valide,NSIA,agent generale,4313493,29-09-20242019
POL543075,2021-10-09,2022-02-22,2024-02-26,8I 79153,valide,NSIA,banque assurance,3548378,29-09-20242019
POL207802,2021-04-24,2023-07-09,2024-06-08,FPF M79,suspendu,LEADWAY,bureau direct,1962228,29-09-20242019
POL581590,2024-05-11,2024-08-22,2025-09-26,FST-2158,valide,LEADWAY,agent generale,3737059,29-09-20242019
POL923907,2022-07-25,2023-06-06,2024-08-25,31-RE04,suspendu,SUNU,agent generale,1324195,29-09-20242019
POL613387,2024-07-12,2025-02-03,2025-02-20,436953,suspendu,NSIA,courtier,4909268,29-09-20242019
POL267681,2024-08-06,2025-05-08,2025-05-24,CEY 417,expiré,SUNU,agent generale,3406713,29-09-20242019
POL161616,2021-04-05,2022-09-02,2023-03-26,TLI-6418,expiré,LEADWAY,banque assurance,3322265,29-09-20242019
POL345236,2022-02-26,2022-09-23,2023-05-25,LKO 321,suspendu,NSIA,bureau direct,2100789,29-09-20242019
POL423370,2022-11-03,2023-12-23,2024-01-16,8-06742,annulé,NSIA,agent generale,2127293,29-09-20242019
POL429951,2024-06-29,2025-06-06,2025-08-26,JVF9262,suspendu,SUNU,agent generale,863322,29-09-20242019
POL311363,2021-08-14,2023-07-03,2024-07-29,OXT-2965,expiré,SUNU,banque assurance,2335891,29-09-20242019
POL277402,2021-07-10,2024-01-19,2025-04-02,FTP 509,annulé,NSIA,bureau direct,1741849,29-09-20242019
POL760246,2022-11-19,2023-06-11,2023-10-08,9747 SH,expiré,NSIA,courtier,170373,29-09-20242019
POL957589,2024-04-13,2025-02-16,2025-07-25,421-ZXS,suspendu,NSIA,bureau direct,3084879,29-09-20242019
POL261034,2022-09-26,2024-01-23,2024-12-13,8MK1590,annulé,NSIA,banque assurance,1117677,29-09-20242019
POL788736,2021-01-08,2025-02-21,2025-05-25,63H Y16,valide,SUNU,agent generale,3538105,29-09-20242019
POL645487,2021-05-01,2024-10-16,2025-03-30,AA5 5445,expiré,LEADWAY,agent generale,4991687,29-09-20242019
POL950727,2022-05-20,2025-01-24,2025-04-22,WYC-591,expiré,NSIA,agent generale,861415,29-09-20242019
POL788481,2021-01-02,2021-07-06,2022-09-08,5W 09916,suspendu,SUNU,courtier,4367097,29-09-20242019
POL276893,2021-12-14,2022-07-21,2023-07-23,985-IBMS,valide,LEADWAY,agent generale,398682,29-09-20242019
POL144287,2023-04-17,2023-09-18,2024-07-18,HTF-058,expiré,LEADWAY,bureau direct,1951189,29-09-20242019
POL263652,2023-01-28,2024-06-15,2024-12-10,RPP5577,valide,SUNU,bureau direct,4716006,29-09-20242019
POL969728,2024-02-21,2024-07-14,2025-03-25,445 VTS,suspendu,LEADWAY,bureau direct,2957604,29-09-20242019
POL749660,2024-05-31,2025-06-24,2025-09-14,D55 0MY,annulé,NSIA,courtier,4758237,29-09-20242019
POL321118,2022-02-01,2024-01-03,2025-05-06,54XM299,annulé,SUNU,courtier,3873974,29-09-20242019
POL785874,2020-09-04,2022-05-08,2024-11-20,MVA 012,annulé,SUNU,bureau direct,2466336,29-09-20242019
POL665661,2024-02-23,2024-06-20,2024-12-28,YZW-1281,valide,NSIA,bureau direct,220110,29-09-20242019
POL479449,2021-01-29,2025-09-11,2025-09-14,GUX5552,valide,SUNU,agent generale,248504,29-09-20242019
POL809725,2023-06-15,2025-04-26,2025-05-12,720-PFP,expiré,NSIA,bureau direct,390202,29-09-20242019
POL282510,2024-05-18,2025-08-17,2025-09-19,990 NSQ,annulé,NSIA,agent generale,3329507,29-09-20242019
POL234456,2019-10-18,2020-03-14,2022-09-11,677 LSI,annulé,SUNU,agent generale,4110029,29-09-20242019
POL473591,2020-11-09,2024-08-18,2025-02-08,TUE-472,annulé,LEADWAY,banque assurance,279353,29-09-20242019
POL991376,2022-01-16,2023-11-18,2024-02-09,4JE W70,valide,SUNU,courtier,3242518,29-09-20242019
POL813451,2022-12-30,2025-01-09,2025-05-11,K47-XFI,valide,NSIA,courtier,195559,29-09-20242019
POL685978,2024-04-23,2025-06-08,2025-08-15,5823 VH,suspendu,SUNU,banque assurance,4434222,29-09-20242019
POL136458,2021-03-25,2022-04-10,2023-04-12,38S 285,suspendu,LEADWAY,courtier,431246,29-09-20242019
POL923085,2022-12-04,2024-08-27,2025-06-18,9MV N11,valide,LEADWAY,banque assurance,20028,29-09-20242019
POL632423,2023-06-22,2024-02-17,2024-09-08,LO3 0073,annulé,LEADWAY,courtier,1336472,29-09-20242019
POL489095,2024-06-06,2025-08-24,2025-09-17,71D P25,annulé,NSIA,bureau direct,3228154,29-09-20242019
POL932215,2023-06-26,2025-04-27,2025-05-07,7-J5376,suspendu,SUNU,bureau direct,2382969,29-09-20242019
POL769119,2022-11-12,2023-11-07,2023-11-24,5LY 312,annulé,NSIA,agent generale,4681758,29-09-20242019
POL362355,2022-04-01,2022-10-09,2025-04-19,5OO D40,valide,NSIA,agent generale,1095886,29-09-20242019
POL598072,2023-10-22,2024-08-18,2025-08-26,SE 1897,valide,SUNU,bureau direct,232576,29-09-20242019
POL360810,2022-10-21,2023-08-01,2024-04-27,JGN 174,valide,SUNU,banque assurance,1299876,29-09-20242019
POL976762,2021-06-06,2021-10-01,2023-06-22,866 5255,suspendu,NSIA,banque assurance,3693605,29-09-20242019
POL126390,2020-07-04,2023-07-02,2025-07-15,67-92504,expiré,SUNU,banque assurance,3523345,29-09-20242019
POL426006,2020-10-25,2024-11-28,2025-01-10,JWV-7192,suspendu,LEADWAY,courtier,2901522,29-09-20242019
POL466251,2023-06-06,2024-03-27,2024-08-07,KZD 731,valide,NSIA,bureau direct,4032651,29-09-20242019
POL646544,2024-06-30,2025-01-12,2025-03-22,7-W0688,expiré,LEADWAY,agent generale,4255790,29-09-20242019
POL128404,2023-07-08,2024-12-09,2025-06-17,OGR 738,expiré,SUNU,bureau direct,1417374,29-09-20242019
POL342168,2023-03-04,2024-02-21,2025-08-26,RVO6711,suspendu,NSIA,banque assurance,3449708,29-09-20242019
POL889886,2023-05-03,2025-03-06,2025-03-07,VPM-258,valide,SUNU,courtier,841253,29-09-20242019
POL275646,2023-05-16,2024-02-12,2024-12-11,374F8,valide,NSIA,banque assurance,3247848,29-09-20242019
POL599609,2023-06-18,2024-05-26,2025-01-18,74WB0,expiré,NSIA,courtier,2946275,29-09-20242019
POL912244,2020-01-13,2021-01-16,2022-01-26,NLS-201,annulé,LEADWAY,agent generale,4323401,29-09-20242019
POL588424,2024-02-10,2024-02-11,2024-05-02,3636 JV,suspendu,SUNU,agent generale,1474964,29-09-20242019
POL000242,2021-11-07,2023-01-08,2023-08-23,0CC 871,annulé,SUNU,agent generale,1055151,29-09-20242019
POL073519,2021-09-17,2022-04-24,2025-06-07,407-533,valide,NSIA,banque assurance,3500206,29-09-20242019
POL551406,2022-02-19,2025-09-25,2025-09-25,8-5025Z,expiré,LEADWAY,bureau direct,3072455,29-09-20242019
POL810823,2022-12-21,2025-06-17,2025-07-12,1WH4812,valide,NSIA,agent generale,4948402,29-09-20242019
POL315270,2020-07-02,2023-02-17,2025-03-26,5378 DJ,valide,SUNU,courtier,1588189,29-09-20242019
POL444910,2021-03-14,2023-09-22,2023-12-19,JEW 967,annulé,NSIA,agent generale,2747714,29-09-20242019
POL655555,2020-05-19,2024-07-02,2025-02-18,RDC 054,valide,NSIA,courtier,959359,29-09-20242019
POL273448,2023-12-07,2024-10-12,2025-05-18,2RC 349,expiré,SUNU,agent generale,796137,29-09-20242019
POL538995,2023-04-07,2025-01-23,2025-08-09,7-96135,expiré,SUNU,bureau direct,3676837,29-09-20242019
POL765124,2020-07-12,2024-06-03,2025-08-31,5V L5694,annulé,LEADWAY,agent generale,3480558,29-09-20242019
POL674358,2021-06-17,2022-05-26,2022-09-25,728-713,annulé,SUNU,courtier,3532930,29-09-20242019
POL926902,2022-12-21,2023-02-12,2024-08-31,RTB7112,annulé,NSIA,bureau direct,625019,29-09-20242019
POL706946,2019-10-30,2021-04-03,2021-04-30,774-XUT,annulé,NSIA,banque assurance,2742209,29-09-20242019
POL348824,2021-03-17,2024-10-25,2025-03-03,6PO 219,suspendu,LEADWAY,courtier,4372997,29-09-20242019
POL942854,2021-02-25,2021-07-09,2024-11-23,1PUV 24,expiré,SUNU,banque assurance,4133276,29-09-20242019
POL803551,2020-11-17,2022-06-17,2022-06-23,ELC-154,annulé,SUNU,agent generale,4970229,29-09-20242019
POL476719,2022-01-23,2025-03-14,2025-05-05,674ABP,expiré,NSIA,courtier,1796723,29-09-20242019
POL986116,2021-02-04,2022-06-26,2025-09-20,IUP7956,suspendu,LEADWAY,courtier,3055216,29-09-20242019
POL498821,2021-02-28,2024-07-27,2025-05-26,567-YIC,valide,LEADWAY,banque assurance,2256105,29-09-20242019
POL606652,2023-01-27,2024-04-06,2025-08-18,WIJ 684,expiré,LEADWAY,bureau direct,3737908,29-09-20242019
POL186203,2023-12-20,2025-07-14,2025-08-29,HFO 812,valide,LEADWAY,courtier,2667964,29-09-20242019
POL893565,2021-11-17,2023-06-12,2024-06-08,VW4 7996,valide,NSIA,bureau direct,3846011,29-09-20242019
POL762562,2022-11-04,2023-07-12,2023-11-09,IJM 0264,annulé,NSIA,banque assurance,1394474,29-09-20242019
POL547631,2024-08-25,2024-11-23,2025-02-15,UB8 C1D,annulé,LEADWAY,courtier,1334894,29-09-20242019
POL609274,2022-08-08,2025-06-05,2025-07-24,479 PPD,expiré,NSIA,courtier,4160485,29-09-20242019
POL284152,2021-04-30,2025-05-04,2025-06-24,03T C49,annulé,SUNU,banque assurance,1008951,29-09-20242019
POL845945,2021-05-02,2023-10-13,2025-07-15,WZ-9100,annulé,SUNU,banque assurance,2391938,29-09-20242019
POL047047,2020-03-29,2022-03-31,2024-09-21,HSS 548,suspendu,LEADWAY,courtier,2119778,29-09-20242019
POL037415,2021-06-05,2025-03-15,2025-07-15,62-3865N,annulé,NSIA,bureau direct,510722,29-09-20242019
POL661165,2021-01-29,2025-07-07,2025-07-23,54-1939E,valide,LEADWAY,agent generale,2156090,29-09-20242019
POL005683,2024-08-23,2025-05-16,2025-08-04,157 BNI,suspendu,LEADWAY,agent generale,4830374,29-09-20242019
POL155998,2020-01-05,2021-03-26,2023-04-15,YTT 791,expiré,SUNU,bureau direct,3910179,29-09-20242019
POL886301,2022-11-14,2024-05-06,2024-06-15,924-382,suspendu,SUNU,agent generale,3751838,29-09-20242019
POL459778,2019-11-18,2022-10-31,2023-01-24,1XVY689,annulé,NSIA,bureau direct,2599746,29-09-20242019
POL046357,2021-12-12,2024-05-09,2024-08-08,DYA 036,valide,NSIA,banque assurance,4817403,29-09-20242019
POL285817,2020-12-04,2021-12-08,2023-05-18,189IU,suspendu,NSIA,agent generale,11022,29-09-20242019
POL923349,2019-10-08,2025-02-11,2025-08-01,117-RKJ,suspendu,LEADWAY,bureau direct,3110833,29-09-20242019
POL811912,2021-07-03,2022-07-11,2023-03-24,2-3632Z,suspendu,SUNU,agent generale,1277049,29-09-20242019
POL296890,2023-02-01,2024-01-23,2025-08-13,8UL5698,suspendu,LEADWAY,agent generale,673623,29-09-20242019
POL430726,2024-01-09,2025-04-19,2025-09-13,7P 27004,valide,SUNU,banque assurance,4637669,29-09-20242019
POL698055,2021-09-08,2023-07-06,2024-12-09,721-JRKV,expiré,LEADWAY,bureau direct,4570525,29-09-20242019
POL554071,2019-11-10,2025-05-01,2025-09-25,GUW-7983,suspendu,LEADWAY,agent generale,4376603,29-09-20242019
POL634763,2023-11-26,2025-03-27,2025-07-23,T 556719,annulé,SUNU,banque assurance,1265012,29-09-20242019
POL834918,2020-08-18,2025-01-07,2025-06-04,HLJ 410,expiré,LEADWAY,agent generale,4456980,29-09-20242019
POL029991,2021-02-07,2023-04-03,2024-08-30,LUI 8375,expiré,NSIA,courtier,3014932,29-09-20242019
POL319024,2021-11-24,2024-01-14,2025-05-05,KYU-603,suspendu,NSIA,bureau direct,2371037,29-09-20242019
POL352097,2022-05-13,2023-05-19,2023-10-20,ZW 37262,valide,SUNU,bureau direct,2653146,29-09-20242019
POL961007,2023-07-24,2024-04-02,2025-06-25,3IWN 10,expiré,SUNU,banque assurance,1731522,29-09-20242019
POL466576,2022-09-20,2024-12-20,2025-09-20,KS6 2723,suspendu,LEADWAY,bureau direct,2092952,29-09-20242019
POL433350,2023-12-01,2025-02-09,2025-07-26,70XZ3,suspendu,LEADWAY,bureau direct,1701294,29-09-20242019
POL783343,2020-05-18,2020-05-29,2023-06-20,LWX 809,expiré,SUNU,bureau direct,3474483,29-09-20242019
POL572049,2022-11-10,2025-06-20,2025-09-01,8RO5167,suspendu,NSIA,agent generale,4794323,29-09-20242019
POL939843,2023-04-22,2025-03-07,2025-08-05,HVY-1919,suspendu,NSIA,bureau direct,3214078,29-09-20242019
POL478368,2023-03-07,2024-03-18,2025-02-03,70-5498P,annulé,LEADWAY,agent generale,2840081,29-09-20242019
POL288366,2022-09-25,2023-05-02,2023-10-22,B96 6TN,expiré,SUNU,bureau direct,4753861,29-09-20242019
POL971136,2022-08-04,2023-04-13,2025-01-29,21C I46,expiré,SUNU,agent generale,1081873,29-09-20242019
POL357572,2024-07-13,2025-06-12,2025-08-25,FCZ 006,expiré,LEADWAY,courtier,142432,29-09-20242019
POL390296,2023-09-16,2025-01-15,2025-06-09,54G 6419,annulé,SUNU,banque assurance,1604158,29-09-20242019
POL344992,2020-04-06,2025-04-13,2025-06-11,3TG Q91,expiré,SUNU,agent generale,524840,29-09-20242019
POL190356,2020-01-18,2025-07-16,2025-07-29,193-MEO,suspendu,SUNU,agent generale,4970485,29-09-20242019
POL861403,2019-12-08,2025-07-17,2025-09-25,2-34809B,expiré,NSIA,agent generale,4888833,29-09-20242019
POL764724,2020-01-16,2020-10-27,2023-10-12,ZSK 054,annulé,LEADWAY,bureau direct,4268631,29-09-20242019
POL135425,2021-12-25,2021-12-30,2022-11-07,4-36319Y,suspendu,LEADWAY,courtier,3845299,29-09-20242019
POL172304,2021-11-21,2024-11-27,2025-05-07,625 6FW,expiré,NSIA,banque assurance,3810942,29-09-20242019
POL851543,2024-02-27,2024-04-15,2025-07-31,SAA3932,valide,SUNU,agent generale,2584055,29-09-20242019
POL066364,2021-02-12,2022-03-06,2023-06-30,2A E1459,expiré,LEADWAY,bureau direct,2360779,29-09-20242019
POL840334,2021-05-20,2022-08-26,2022-09-12,075XGL,annulé,NSIA,courtier,712278,29-09-20242019
POL329645,2023-11-10,2024-08-09,2025-09-04,4FR 252,annulé,SUNU,bureau direct,546369,29-09-20242019
POL386594,2024-09-04,2025-07-15,2025-07-28,LXL7262,suspendu,SUNU,banque assurance,2291373,29-09-20242019
POL051952,2021-01-20,2023-04-01,2024-08-30,P47 4OP,suspendu,LEADWAY,agent generale,4589430,29-09-20242019
POL112272,2020-12-22,2021-12-06,2022-07-17,PZK 4677,annulé,SUNU,banque assurance,4639328,29-09-20242019
POL721334,2023-12-27,2025-03-27,2025-07-16,9F EE085,valide,NSIA,agent generale,538155,29-09-20242019
POL836030,2020-02-20,2021-12-07,2023-06-04,928 CWL,expiré,SUNU,banque assurance,3237310,29-09-20242019
POL819986,2022-06-14,2023-07-09,2025-03-07,14X T97,valide,NSIA,agent generale,134170,29-09-20242019
POL379217,2021-07-04,2025-08-01,2025-08-21,44Z 027,annulé,LEADWAY,banque assurance,531057,29-09-20242019
POL817830,2023-05-20,2023-09-22,2024-05-22,531 FJD,suspendu,SUNU,banque assurance,3945924,29-09-20242019
POL509716,2023-07-10,2024-12-21,2025-04-05,XOX9932,valide,LEADWAY,bureau direct,2546067,29-09-20242019
POL521396,2021-04-27,2023-07-05,2023-10-18,7OL3658,annulé,LEADWAY,bureau direct,4553889,29-09-20242019
POL085298,2024-04-27,2025-01-26,2025-09-18,338-FXU,annulé,LEADWAY,bureau direct,514406,29-09-20242019
POL825292,2020-02-05,2022-11-30,2025-05-13,HRH 905,expiré,NSIA,agent generale,2951201,29-09-20242019
POL728588,2022-10-29,2023-11-19,2023-11-22,I63 4XG,valide,SUNU,bureau direct,1744320,29-09-20242019
POL763395,2020-01-28,2025-04-04,2025-06-30,GOF 979,valide,LEADWAY,bureau direct,928059,29-09-20242019
POL951469,2021-12-08,2022-01-19,2023-07-27,321-MWO,annulé,NSIA,agent generale,2243706,29-09-20242019
POL841961,2022-10-07,2023-06-26,2024-09-25,XEC0601,suspendu,NSIA,courtier,4325877,29-09-20242019
POL583085,2023-03-12,2024-03-18,2025-02-05,414 MHC,annulé,LEADWAY,courtier,4352300,29-09-20242019
POL087120,2024-07-17,2025-06-02,2025-08-07,5BH2403,suspendu,LEADWAY,courtier,2757,29-09-20242019
POL717240,2024-02-13,2024-08-18,2024-12-24,AC2 W8E,suspendu,NSIA,courtier,2518114,29-09-20242019
POL501268,2020-05-19,2024-06-28,2024-12-22,677-YIH,annulé,SUNU,agent generale,1331109,29-09-20242019
POL412487,2020-12-21,2023-04-27,2024-09-04,001 WD2,annulé,SUNU,courtier,4336671,29-09-20242019
POL713383,2024-04-28,2025-09-19,2025-09-24,505 CV1,annulé,NSIA,courtier,1353102,29-09-20242019
POL208371,2021-07-11,2024-05-08,2024-12-09,014CFB,suspendu,NSIA,agent generale,991957,29-09-20242019
POL314378,2023-08-09,2024-08-22,2025-06-06,D42 2ZL,valide,NSIA,banque assurance,667720,29-09-20242019
POL036688,2021-11-16,2024-09-29,2025-05-27,JTT 620,annulé,LEADWAY,bureau direct,734061,29-09-20242019
POL457068,2023-05-06,2025-02-22,2025-08-25,LY 69928,valide,LEADWAY,courtier,4768962,29-09-20242019
POL112157,2022-10-31,2023-01-07,2024-06-15,9NXT866,suspendu,SUNU,banque assurance,4936658,29-09-20242019
POL045102,2021-11-03,2022-03-04,2024-03-03,720 RCU,suspendu,SUNU,bureau direct,420553,29-09-20242019
POL190682,2024-08-23,2024-11-15,2025-04-20,511-492,suspendu,LEADWAY,courtier,4937061,29-09-20242019
POL991088,2024-09-05,2025-05-17,2025-06-26,449 1FW,valide,SUNU,agent generale,488319,29-09-20242019
POL270903,2021-05-02,2024-02-08,2025-09-25,ZQU-0889,annulé,NSIA,courtier,4177548,29-09-20242019
POL674531,2024-05-11,2024-05-19,2025-05-27,0E 2V4LOP,suspendu,NSIA,agent generale,2577167,29-09-20242019
POL360994,2020-09-06,2021-04-19,2024-05-15,522 1YH,annulé,LEADWAY,agent generale,1746030,29-09-20242019
POL492257,2022-02-24,2025-04-04,2025-04-20,GEU 104,expiré,SUNU,bureau direct,1923780,29-09-20242019
POL143941,2019-10-23,2021-10-31,2025-01-12,KK 56318,suspendu,LEADWAY,agent generale,2047292,29-09-20242019
POL167854,2024-04-16,2025-06-07,2025-08-03,595 SCB,suspendu,NSIA,courtier,2449424,29-09-20242019
POL333404,2022-12-02,2024-11-10,2025-09-01,0P785,suspendu,NSIA,bureau direct,1273273,29-09-20242019
POL920301,2021-05-09,2022-04-03,2023-03-18,8U827,annulé,NSIA,courtier,3728353,29-09-20242019
POL115980,2024-04-29,2025-01-09,2025-04-20,H37-23Q,annulé,LEADWAY,courtier,584266,29-09-20242019
POL074234,2019-11-13,2023-11-26,2025-01-02,7HR 545,expiré,SUNU,agent generale,548728,29-09-20242019
POL892868,2024-06-19,2025-05-09,2025-06-06,715-TRE,valide,LEADWAY,agent generale,3077708,29-09-20242019
POL648915,2024-01-16,2025-01-18,2025-09-11,1K 9798A,expiré,NSIA,bureau direct,820042,29-09-20242019
POL040758,2021-09-10,2022-09-25,2024-06-23,589 7OV,valide,NSIA,courtier,4762350,29-09-20242019
POL905775,2021-05-22,2021-10-09,2025-03-04,280Y3,valide,LEADWAY,courtier,1593906,29-09-20242019
POL348613,2022-09-30,2023-06-12,2024-08-11,348-YUP,valide,LEADWAY,agent generale,3635210,29-09-20242019
POL485171,2019-11-15,2023-03-26,2024-01-02,TSQ 740,expiré,NSIA,courtier,4818586,29-09-20242019
POL237437,2019-10-29,2024-08-08,2025-08-23,PJV-297,valide,LEADWAY,courtier,4115843,29-09-20242019
POL464381,2024-01-13,2025-06-11,2025-08-02,05S•619,annulé,NSIA,courtier,2521702,29-09-20242019
POL406121,2024-06-20,2024-12-21,2025-06-16,QNB-1963,expiré,NSIA,bureau direct,3044158,29-09-20242019
POL110707,2020-08-04,2021-02-03,2023-12-24,KIV 214,expiré,NSIA,agent generale,122669,29-09-20242019
POL434137,2022-07-07,2025-05-31,2025-09-18,747 7PX,valide,LEADWAY,banque assurance,1362327,29-09-20242019
POL095471,2023-04-07,2023-08-18,2024-12-06,13LR4,suspendu,LEADWAY,agent generale,3967924,29-09-20242019
POL137873,2024-09-09,2025-07-27,2025-08-07,190 1IX,expiré,LEADWAY,agent generale,2902896,29-09-20242019
POL842485,2020-08-06,2020-12-03,2021-02-26,9IJE697,suspendu,NSIA,agent generale,4789527,29-09-20242019
POL334379,2024-02-29,2024-07-26,2024-12-14,78K T91,suspendu,NSIA,courtier,1270547,29-09-20242019
POL432717,2021-05-12,2022-12-23,2022-12-27,95-O642,suspendu,LEADWAY,agent generale,4933512,29-09-20242019
POL499486,2022-01-16,2025-07-17,2025-08-20,02-D800,valide,SUNU,courtier,663679,29-09-20242019
POL932742,2024-07-16,2025-03-01,2025-08-29,7-1320Q,annulé,NSIA,courtier,2398483,29-09-20242019
POL024329,2022-12-28,2023-03-12,2023-08-05,5QIT733,expiré,SUNU,bureau direct,3430411,29-09-20242019
POL795901,2023-04-28,2025-01-19,2025-09-03,LCX 921,suspendu,NSIA,agent generale,2030684,29-09-20242019
POL775284,2020-03-30,2023-09-08,2024-03-05,ZUP 062,annulé,NSIA,agent generale,2369192,29-09-20242019
POL950363,2022-09-02,2024-07-25,2025-05-18,3A 54706,valide,SUNU,banque assurance,1067202,29-09-20242019
POL574622,2021-08-06,2021-10-17,2024-07-16,BSL-189,expiré,SUNU,banque assurance,3088799,29-09-20242019
POL741527,2024-01-16,2025-02-26,2025-07-13,GXW 150,suspendu,LEADWAY,banque assurance,2221473,29-09-20242019
POL850147,2021-09-22,2024-09-05,2025-07-06,73-5953V,valide,LEADWAY,courtier,314488,29-09-20242019
POL524553,2020-08-23,2023-10-03,2025-01-04,900-WBP,valide,NSIA,banque assurance,4121003,29-09-20242019
POL231935,2023-09-18,2025-08-03,2025-08-23,QVD-0579,suspendu,NSIA,courtier,2734704,29-09-20242019
POL826410,2020-06-05,2021-11-25,2024-10-12,9KB D44,annulé,LEADWAY,agent generale,2824615,29-09-20242019
POL042393,2022-07-04,2025-07-06,2025-09-02,191-GLL,expiré,NSIA,bureau direct,1198083,29-09-20242019
POL936715,2022-07-24,2025-04-29,2025-09-12,1R301,valide,NSIA,banque assurance,1304668,29-09-20242019
